Year,Stage,Home_Team,Away_Team,Attendance,Total_Goals,Match_Result,Win_Conditions,Venue_City,Host_Nation,Player_Team,Lineup,Goals_Scored,Yellow_Cards,Red_Cards
1998,Group Stage,Netherlands,Belgium,77000,0,Draw,Normal,Saint-Denis,France,BEL,Starter,0,0,0
1998,Group Stage,Netherlands,Belgium,77000,0,Draw,Normal,Saint-Denis,France,BEL,Starter,0,1,0
1998,Group Stage,Netherlands,Belgium,77000,0,Draw,Normal,Saint-Denis,France,NED,Starter,0,0,1
1998,Group Stage,Netherlands,Belgium,77000,0,Draw,Normal,Saint-Denis,France,NED,Substitute,0,0,0
1998,Group Stage,Netherlands,Belgium,77000,0,Draw,Normal,Saint-Denis,France,BEL,Substitute,0,0,0
1998,Group Stage,Netherlands,Belgium,77000,0,Draw,Normal,Saint-Denis,France,BEL,Substitute,0,1,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,ARG,Starter,0,0,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,JPN,Starter,0,0,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,JPN,Starter,0,1,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,ARG,Starter,1,0,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,ARG,Substitute,0,0,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,JPN,Substitute,0,0,0
1998,Group Stage,Argentina,Japan,33500,1,Home Win,Normal,Toulouse,France,JPN,Substitute,0,1,0
1998,Group Stage,Yugoslavia,Iran,30600,1,Home Win,Normal,Saint-Etienne,France,YUG,Starter,0,0,0
1998,Group Stage,Yugoslavia,Iran,30600,1,Home Win,Normal,Saint-Etienne,France,IRN,Starter,0,0,0
1998,Group Stage,Yugoslavia,Iran,30600,1,Home Win,Normal,Saint-Etienne,France,YUG,Starter,0,1,0
1998,Group Stage,Yugoslavia,Iran,30600,1,Home Win,Normal,Saint-Etienne,France,YUG,Starter,1,0,0
1998,Group Stage,Yugoslavia,Iran,30600,1,Home Win,Normal,Saint-Etienne,France,YUG,Substitute,0,0,0
1998,Group Stage,Yugoslavia,Iran,30600,1,Home Win,Normal,Saint-Etienne,France,IRN,Substitute,0,0,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,JAM,Starter,0,0,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,CRO,Starter,0,0,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,CRO,Starter,1,0,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,JAM,Starter,1,0,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,JAM,Starter,0,1,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,CRO,Starter,0,1,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,JAM,Substitute,0,0,0
1998,Group Stage,Jamaica,Croatia,38100,4,Away Win,Normal,Lens,France,CRO,Substitute,0,0,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,ENG,Starter,0,0,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,TUN,Starter,0,0,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,ENG,Starter,0,1,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,TUN,Starter,0,1,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,ENG,Starter,1,0,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,ENG,Substitute,0,0,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,TUN,Substitute,0,1,0
1998,Group Stage,England,Tunisia,55000,2,Home Win,Normal,Marseilles,France,TUN,Substitute,0,0,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,ROU,Starter,0,0,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,COL,Starter,0,0,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,ROU,Starter,0,1,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,COL,Starter,0,1,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,ROU,Starter,1,0,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,ROU,Substitute,0,0,0
1998,Group Stage,Romania,Colombia,39100,1,Home Win,Normal,Lyon,France,COL,Substitute,0,0,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,GER,Starter,0,0,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,USA,Starter,0,0,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,USA,Starter,0,1,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,GER,Starter,0,1,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,GER,Starter,1,0,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,GER,Substitute,0,0,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,USA,Substitute,0,0,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,USA,Substitute,0,1,0
1998,Group Stage,Germany,USA,45500,2,Home Win,Normal,Paris,France,GER,Substitute,0,1,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,SCO,Starter,0,0,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,NOR,Starter,0,0,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,NOR,Starter,0,1,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,SCO,Starter,1,0,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,SCO,Starter,0,1,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,NOR,Starter,1,0,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,SCO,Substitute,0,0,0
1998,Group Stage,Scotland,Norway,31800,2,Draw,Normal,Bordeaux,France,NOR,Substitute,0,0,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,BRA,Starter,0,0,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,MAR,Starter,0,0,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,BRA,Starter,0,1,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,MAR,Starter,0,1,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,BRA,Starter,1,0,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,BRA,Substitute,0,0,0
1998,Group Stage,Brazil,Morocco,35500,3,Home Win,Normal,Nantes,France,MAR,Substitute,0,0,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,CHI,Starter,0,0,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,AUT,Starter,0,0,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,AUT,Starter,0,1,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,CHI,Starter,0,1,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,CHI,Starter,1,1,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,CHI,Substitute,0,0,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,AUT,Substitute,0,0,0
1998,Group Stage,Chile,Austria,30600,2,Draw,Normal,Saint-Etienne,France,AUT,Substitute,1,0,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,ITA,Starter,0,0,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,CMR,Starter,0,0,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,CMR,Starter,0,1,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,ITA,Starter,0,1,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,CMR,Starter,0,0,1
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,ITA,Starter,1,1,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,ITA,Starter,2,0,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,ITA,Substitute,0,0,0
1998,Group Stage,Italy,Cameroon,29800,3,Home Win,Normal,Montpellier,France,CMR,Substitute,0,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,RSA,Starter,0,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,DEN,Starter,0,1,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,RSA,Starter,0,1,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,DEN,Starter,0,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,DEN,Starter,1,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,RSA,Starter,1,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,RSA,Substitute,0,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,DEN,Substitute,0,0,0
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,DEN,Substitute,0,0,1
1998,Group Stage,South Africa,Denmark,33500,2,Draw,Normal,Toulouse,France,RSA,Substitute,0,1,1
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Starter,0,0,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,KSA,Starter,0,0,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Starter,1,1,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,KSA,Starter,0,1,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Starter,0,1,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,KSA,Starter,0,0,1
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Starter,0,0,1
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Starter,2,0,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Substitute,0,0,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,KSA,Substitute,0,0,0
1998,Group Stage,France,Saudi Arabia,80000,4,Home Win,Normal,Saint-Denis,France,FRA,Substitute,1,0,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,NGA,Starter,0,0,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,BUL,Starter,0,0,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,BUL,Starter,0,1,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,NGA,Starter,0,1,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,NGA,Starter,1,1,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,NGA,Substitute,0,0,0
1998,Group Stage,Nigeria,Bulgaria,45500,1,Home Win,Normal,Paris,France,BUL,Substitute,0,0,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,ESP,Starter,0,0,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,PAR,Starter,0,0,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,PAR,Starter,0,1,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,ESP,Starter,0,1,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,ESP,Substitute,0,0,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,PAR,Substitute,0,0,0
1998,Group Stage,Spain,Paraguay,30600,0,Draw,Normal,Saint-Etienne,France,ESP,Substitute,0,1,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,JPN,Starter,0,0,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,CRO,Starter,0,0,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,CRO,Starter,0,1,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,CRO,Starter,1,0,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,JPN,Starter,0,1,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,JPN,Substitute,0,0,0
1998,Group Stage,Japan,Croatia,35500,1,Away Win,Normal,Nantes,France,CRO,Substitute,0,0,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,BEL,Starter,0,0,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,MEX,Starter,0,0,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,BEL,Starter,0,1,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,MEX,Starter,0,1,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,BEL,Starter,2,0,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,MEX,Starter,1,1,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,MEX,Starter,0,0,1
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,BEL,Substitute,0,0,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,MEX,Substitute,0,0,0
1998,Group Stage,Belgium,Mexico,31800,4,Draw,Normal,Bordeaux,France,BEL,Substitute,0,0,1
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,NED,Starter,0,0,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,KOR,Starter,0,0,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,NED,Starter,1,0,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,KOR,Starter,0,1,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,NED,Substitute,0,0,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,KOR,Substitute,0,0,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,KOR,Substitute,0,1,0
1998,Group Stage,Netherlands,South Korea,55000,5,Home Win,Normal,Marseilles,France,NED,Substitute,1,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,GER,Starter,0,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,YUG,Starter,0,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,YUG,Starter,1,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,GER,Starter,1,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,GER,Substitute,0,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,YUG,Substitute,0,0,0
1998,Group Stage,Germany,Yugoslavia,38100,4,Draw,Normal,Lens,France,GER,Substitute,0,1,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,ARG,Starter,0,0,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,JAM,Starter,0,0,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,ARG,Starter,0,1,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,ARG,Starter,2,0,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,JAM,Starter,0,3,1
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,ARG,Substitute,0,0,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,JAM,Substitute,0,0,0
1998,Group Stage,Argentina,Jamaica,45500,5,Home Win,Normal,Paris,France,JAM,Substitute,0,1,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,USA,Starter,0,0,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,IRN,Starter,0,0,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,IRN,Starter,1,0,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,USA,Starter,0,1,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,IRN,Starter,0,1,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,USA,Starter,1,0,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,USA,Substitute,0,0,0
1998,Group Stage,USA,Iran,39100,3,Away Win,Normal,Lyon,France,IRN,Substitute,0,0,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,COL,Starter,0,0,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,TUN,Starter,0,0,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,COL,Starter,0,1,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,TUN,Starter,0,1,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,COL,Substitute,0,0,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,TUN,Substitute,0,0,0
1998,Group Stage,Colombia,Tunisia,29800,1,Home Win,Normal,Montpellier,France,COL,Substitute,1,0,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ROU,Starter,0,0,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ENG,Starter,0,0,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ROU,Starter,1,0,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ROU,Starter,0,1,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ROU,Substitute,0,0,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ENG,Substitute,0,0,0
1998,Group Stage,Romania,England,33500,3,Home Win,Normal,Toulouse,France,ENG,Substitute,1,0,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,ITA,Starter,0,0,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,AUT,Starter,0,0,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,ITA,Starter,0,1,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,AUT,Starter,0,1,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,ITA,Starter,1,0,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,ITA,Substitute,0,0,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,AUT,Substitute,0,0,0
1998,Group Stage,Italy,Austria,80000,3,Home Win,Normal,Saint-Denis,France,ITA,Substitute,1,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CHI,Starter,0,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CMR,Starter,0,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CHI,Starter,0,1,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CMR,Starter,0,1,1
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CMR,Starter,1,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CHI,Starter,1,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CHI,Substitute,0,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CMR,Substitute,0,0,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CHI,Substitute,0,1,0
1998,Group Stage,Chile,Cameroon,35500,2,Draw,Normal,Nantes,France,CMR,Substitute,0,0,1
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,SCO,Starter,0,0,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,MAR,Starter,0,0,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,SCO,Starter,0,1,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,SCO,Starter,0,0,1
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,MAR,Starter,1,0,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,MAR,Starter,2,0,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,MAR,Starter,0,1,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,SCO,Substitute,0,0,0
1998,Group Stage,Scotland,Morocco,30600,3,Away Win,Normal,Saint-Etienne,France,MAR,Substitute,0,0,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,BRA,Starter,0,0,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,NOR,Starter,0,0,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,NOR,Starter,0,1,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,NOR,Starter,1,1,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,BRA,Starter,1,0,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,BRA,Substitute,0,0,0
1998,Group Stage,Brazil,Norway,55000,3,Away Win,Normal,Marseilles,France,NOR,Substitute,0,0,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,FRA,Starter,0,0,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,DEN,Starter,0,0,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,FRA,Starter,0,1,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,FRA,Starter,1,0,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,FRA,Substitute,0,0,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,DEN,Substitute,0,0,0
1998,Group Stage,France,Denmark,39100,3,Home Win,Normal,Lyon,France,DEN,Substitute,0,1,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,RSA,Starter,0,0,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,KSA,Starter,0,0,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,RSA,Starter,0,1,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,RSA,Starter,1,0,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,KSA,Starter,0,1,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,RSA,Substitute,0,0,0
1998,Group Stage,South Africa,Saudi Arabia,31800,4,Draw,Normal,Bordeaux,France,KSA,Substitute,0,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Starter,0,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,BUL,Starter,0,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Starter,2,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,BUL,Starter,1,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Starter,0,1,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Starter,1,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,BUL,Starter,0,1,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Substitute,0,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,BUL,Substitute,0,0,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,BUL,Substitute,0,1,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Substitute,0,1,0
1998,Group Stage,Spain,Bulgaria,38100,7,Home Win,Normal,Lens,France,ESP,Substitute,1,0,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,NGA,Starter,0,0,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,PAR,Starter,0,0,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,PAR,Starter,1,0,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,NGA,Starter,0,1,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,NGA,Starter,1,0,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,NGA,Substitute,0,0,0
1998,Group Stage,Nigeria,Paraguay,33500,4,Away Win,Normal,Toulouse,France,PAR,Substitute,0,0,0
1998,Group Stage,Belgium,South Korea,45500,2,Draw,Normal,Paris,France,BEL,Starter,0,0,0
1998,Group Stage,Belgium,South Korea,45500,2,Draw,Normal,Paris,France,KOR,Starter,0,1,0
1998,Group Stage,Belgium,South Korea,45500,2,Draw,Normal,Paris,France,KOR,Starter,0,0,0
1998,Group Stage,Belgium,South Korea,45500,2,Draw,Normal,Paris,France,BEL,Starter,0,1,0
1998,Group Stage,Belgium,South Korea,45500,2,Draw,Normal,Paris,France,KOR,Starter,1,0,0
1998,Group Stage,Belgium,South Korea,45500,2,Draw,Normal,Paris,France,BEL,Starter,1,0,0
