Player_Name,Team_Initials,Matches_Played,Goals_Scored,Yellow_Cards,Red_Cards,Goals_Per_Match
Johann HORVATH,AUT,4,2,0,0,0.5
Johann PREGESBAUER,AUT,5,0,0,0,0.0
Johann RIEGLER,AUT,5,0,0,0,0.0
Johann WALZHOFER,AUT,4,0,0,0,0.0
Johannes DEVRINDT,BEL,3,0,0,0,0.0
John AIRD,SCO,2,0,0,0,0.0
John ALDRIDGE,IRL,9,1,1,0,0.111
John ANDERSON,SCO,2,0,0,0,0.0
John ASTON,ENG,3,0,0,0,0.0
John BARNES,ENG,12,0,0,0,0.0
John BLACKLEY,SCO,3,0,0,0,0.0
John BOSMAN,NED,5,0,0,0,0.0
John BYRNE,IRL,5,0,0,0,0.0
John CHARLES,WAL,5,1,0,0,0.2
John COLLINS,SCO,6,0,0,0,0.0
John CONNELLY,ENG,10,0,0,0,0.0
John COYLE,SCO,3,0,0,0,0.0
John DE WOLF,NED,5,0,0,0,0.0
John DOYLE,USA,3,0,0,0,0.0
John ELSWORTHY,WAL,5,0,0,0,0.0
John ERIKSEN,DEN,4,1,0,0,0.25
John HARKES,USA,7,0,2,0,0.0
John HAYNES,ENG,11,1,0,0,0.091
John HEWIE,SCO,3,0,0,0,0.0
John HILL,NZL,3,0,0,0,0.0
John JAMESON,NIR,5,0,0,0,0.0
John MACKENZIE,SCO,2,0,0,0,0.0
John MOSHOEU,RSA,3,0,0,0,0.0
John McCLELLAND,NIR,8,0,0,0,0.0
John O NEILL,NIR,8,0,0,0,0.0
John ROBERTSON,SCO,6,1,0,0,0.167
John SHERIDAN,IRL,9,0,0,0,0.0
John SIVEBAEK,DEN,4,0,0,0,0.0
John SOUZA,USA,3,0,0,0,0.0
John STOLLMEYER,USA,3,0,0,0,0.0
John VAN ALPHEN,BEL,1,0,0,0,0.0
John VAN LOEN,NED,4,0,0,0,0.0
John WARK,SCO,3,2,0,0,0.667
John WARREN,AUS,3,0,0,0,0.0
John WATKISS,AUS,3,0,0,0,0.0
Johnny EKSTROM,SWE,3,1,0,0,0.333
Johnny REP,NED,14,7,3,0,0.5
Johnny SCHUTH,FRA,3,0,0,0,0.0
Johnny VAN T SCHIP,NED,4,0,0,0,0.0
Jonas THERN,SWE,10,0,2,1,0.0
Jonathan GOULD,SCO,3,0,0,0,0.0
Joop HIELE,NED,4,0,0,0,0.0
Joop VAN NELLEN,NED,1,0,0,0,0.0
Jorge ARGOTE,BOL,2,0,0,0,0.0
Jorge BALDERRAMA,BOL,2,0,0,0,0.0
Jorge BARRIOS,URU,4,0,0,0,0.0
Jorge BATTAGLIA,PAR,4,0,0,0,0.0
Jorge BORELLI,ARG,4,0,0,0,0.0
Jorge BURRUCHAGA,ARG,14,3,1,0,0.214
Jorge CAMPOS,MEX,4,0,0,0,0.0
Jorge CARRASCOSA,ARG,6,0,0,0,0.0
Jorge DA SILVA,URU,4,0,2,0,0.0
Jorge GONGORA,PER,2,0,0,0,0.0
Jorge GONZALEZ,SLV,3,0,0,0,0.0
Jorge GUASCH,PAR,4,0,0,0,0.0
Jorge MANICERA,URU,4,0,0,0,0.0
Jorge NUNEZ,PAR,4,0,1,0,0.0
Jorge OLAECHEA,PER,3,0,0,0,0.0
Jorge OLGUIN,ARG,12,0,1,0,0.0
Jorge OTERO,ESP,5,0,1,0,0.0
Jorge PARDON,PER,2,0,0,0,0.0
Jorge ROBLEDO,CHI,3,1,0,0,0.333
Jorge RODRIGUEZ,MEX,4,0,0,0,0.0
Jorge ROMERO,PAR,3,2,0,0,0.667
Jorge ROMO,MEX,5,0,0,0,0.0
Jorge SARMIENTO,PER,2,0,0,0,0.0
Jorge SOCIAS,CHI,3,0,0,0,0.0
Jorge SOLARI,ARG,4,0,1,0,0.0
Jorge TORO,CHI,6,2,0,0,0.333
Jorge VALDANO,ARG,12,4,1,0,0.333
Jorgen AUGUSTSSON,SWE,6,0,0,0,0.0
Jorgen JUVE,NOR,1,0,0,0,0.0
Jos VAN INGELGEM,BEL,1,0,0,0,0.0
Jose ALEXANKO,ESP,5,0,1,0,0.0
Jose ALTAFINI,BRA,6,2,0,0,0.333
Jose ALTAFINI,ITA,3,0,0,0,0.0
Jose ANDRADE,URU,4,0,0,0,0.0
Jose ARAQUISTAIN,ESP,3,0,0,0,0.0
Jose Antonio CAMACHO,ESP,10,0,2,0,0.0
Jose BASUALDO,ARG,11,0,0,0,0.0
Jose BATISTA,URU,4,0,0,1,0.0
Jose BORBOLLA,MEX,3,0,0,0,0.0
Jose BROWN,ARG,7,1,1,0,0.143
Jose BULNES,HON,3,0,0,0,0.0
Jose BUSTAMANTE,BOL,2,0,0,0,0.0
Jose BUSTAMANTE-NAVA,BOL,1,0,0,0,0.0
Jose CAMARASA,ESP,5,0,1,0,0.0
Jose CHAMOT,ARG,5,0,2,0,0.0
Jose CHAVES,CRC,4,0,0,0,0.0
Jose CRUZ,HON,3,0,0,0,0.0
Jose CUCIUFFO,ARG,7,0,1,0,0.0
Jose DEL CASTILLO,PER,4,0,0,0,0.0
Jose DELLA TORRE,ARG,5,0,0,0,0.0
Jose FERNANDEZ,PER,4,0,0,0,0.0
Jose FIGUEROA,HON,3,0,0,0,0.0
Jose FLORES,PER,2,0,0,0,0.0
Jose GOMEZ,URU,3,0,0,0,0.0
Jose GONZALES GANOZA,PER,3,0,0,0,0.0
Jose HERRERA,URU,4,0,1,0,0.0
Jose HUEZO,SLV,3,0,0,0,0.0
Jose IRIBAR,ESP,3,0,0,0,0.0
Jose JAIKEL,CRC,4,0,0,0,0.0
Jose JOVEL,SLV,3,0,0,0,0.0
Jose JUNCOSA,ESP,6,0,0,0,0.0
Jose LAMADRID,MEX,2,1,0,0,0.5
Jose Leon MIRACCA,PAR,2,0,0,0,0.0
Jose Luis CAMINERO,ESP,5,3,3,0,0.6
Jose Luis GONZALEZ,MEX,7,1,0,0,0.143
Jose MAGRINA,CUB,3,1,0,0,0.333
Jose MUGUERZA,ESP,3,0,0,0,0.0
Jose MUNGUIA,SLV,3,0,0,0,0.0
Jose Maria BAKERO,ESP,9,0,0,0,0.0
Jose Maria FUSTE,ESP,3,1,0,0,0.333
Jose Maria LAVALLE,PER,2,0,0,0,0.0
Jose NARANJO,MEX,5,0,0,0,0.0
Jose NASAZZI,URU,4,0,0,0,0.0
Jose NAVARRO,MEX,3,0,0,0,0.0
Jose NAVARRO,PER,6,0,0,0,0.0
Jose NAZAR,HON,3,0,0,0,0.0
Jose NEHIN,ARG,1,0,0,0,0.0
Jose NOYA,BOL,2,0,0,0,0.0
Jose OCHOTORENA,ESP,4,0,0,0,0.0
Jose PANIZO,ESP,6,0,0,0,0.0
Jose PARODI,PAR,3,2,0,0,0.667
Jose PARRA,ESP,6,0,0,0,0.0
Jose PASTORIZA,ARG,4,0,0,0,0.0
Jose PAZO,COL,3,0,0,0,0.0
Jose PERDOMO,URU,4,0,2,0,0.0
Jose PEREZ,COL,4,0,0,0,0.0
Jose PINTOS,URU,4,0,1,0,0.0
Jose QUINTANILLA,SLV,3,0,0,0,0.0
Jose RAMOS DELGADO,ARG,6,0,0,0,0.0
Jose REYES,MEX,3,0,0,0,0.0
Jose RIVAS,SLV,3,0,0,0,0.0
Jose ROCA,MEX,8,0,0,0,0.0
Jose RODRIGUEZ,CUB,3,0,0,0,0.0
Jose RUGAMAS,SLV,3,0,0,0,0.0
Jose RUIZ,MEX,3,0,0,0,0.0
Jose Raul AVEIRO,PAR,3,0,0,0,0.0
Jose SALGADO,MEX,4,0,0,0,0.0
Jose SANCHEZ,ESP,5,0,1,0,0.0
Jose SANFILIPPO,ARG,6,1,0,0,0.167
Jose SANTAMARIA,ESP,3,0,0,0,0.0
Jose SANTAMARIA,URU,5,0,0,0,0.0
Jose SASIA,URU,7,2,0,0,0.286
Jose SERRIZUELA,ARG,7,0,3,0,0.0
Jose SIERRA,CHI,4,1,0,0,0.25
Jose URRUZMENDI,URU,4,0,0,0,0.0
Jose VALENCIA,ARG,12,0,0,0,0.0
Jose VAN TUYNE,ARG,5,0,0,0,0.0
Jose VANTOLRA,MEX,4,0,0,0,0.0
Jose VARACKA,ARG,7,0,0,0,0.0
Jose VELASQUEZ,PER,9,1,4,0,0.111
Jose VILLEGAS,MEX,6,0,0,0,0.0
Jose ZALAZAR,URU,4,0,0,0,0.0
Josef BICAN,AUT,4,1,0,0,0.25
Josef BOMBA,TCH,6,0,0,0,0.0
Josef CTYROKY,TCH,4,0,0,0,0.0
Josef DEGEORGI,AUT,5,0,1,0,0.0
Josef GAUCHEL,GER,2,1,0,0,0.5
Josef HASSMANN,AUT,4,0,0,0,0.0
Josef HICKERSBERGER,AUT,6,0,0,0,0.0
Josef JELINEK,TCH,6,0,0,0,0.0
Josef KADRABA,TCH,6,1,0,0,0.167
Josef KOSTALEK,TCH,7,1,0,0,0.143
Josef LUDL,TCH,3,0,0,0,0.0
Josef MAJER,TCH,2,0,0,0,0.0
Josef MASOPUST,TCH,10,1,0,0,0.1
Josef ORTH,TCH,3,0,0,0,0.0
Josef SILNY,TCH,4,0,0,0,0.0
Josef SMISTIK,AUT,4,0,0,0,0.0
Josef STIBRANYI,TCH,6,1,0,0,0.167
Josef STREB,GER,4,0,0,0,0.0
Josef STROH,AUT,4,0,0,0,0.0
Josef STROH,GER,2,0,0,0,0.0
Josef ZEMAN,TCH,3,1,0,0,0.333
Joseph ALCAZAR,FRA,1,0,0,0,0.0
Joseph Antoine BELL,CMR,11,0,0,0,0.0
Joseph BONNEL,FRA,3,0,0,0,0.0
Joseph ELANGA,CMR,3,0,0,0,0.0
Joseph ENANGA,CMR,3,0,0,0,0.0
Joseph GONZALEZ,FRA,1,0,0,0,0.0
Joseph KAMGA,CMR,3,0,0,0,0.0
Joseph MERMANS,BEL,2,0,0,0,0.0
Joseph NDO,CMR,3,0,0,0,0.0
Joseph NELIS,BEL,1,0,0,0,0.0
Joseph-Desire JOB,CMR,3,0,0,0,0.0
Joseph-Marion LEANDRE,HAI,3,0,0,0,0.0
Josif MORAVETZ,ROU,1,0,0,0,0.0
Josip KATALINSKI,YUG,6,1,2,0,0.167
Josip SKOBLAR,YUG,6,0,0,0,0.0
Josip WEBER,BEL,4,0,1,0,0.0
Joszef NAGY,ROU,2,0,0,0,0.0
Jovan ACIMOVIC,YUG,6,0,1,0,0.0
Jozef ADAMEC,TCH,9,0,0,0,0.0
Jozef BARMOS,TCH,3,0,0,0,0.0
Jozef CAPKOVIC,TCH,3,0,0,0,0.0
Jozef CHOVANEC,TCH,5,0,1,0,0.0
Jozef JURKANIN,TCH,3,0,0,0,0.0
Jozef KORBAS,POL,1,0,0,0,0.0
Jozef KUKUCKA,TCH,3,0,0,0,0.0
Jozef MLYNARCZYK,POL,11,0,0,0,0.0
Jozef VLIERS,BEL,2,0,0,0,0.0
Jozef WANDZIK,POL,4,0,0,0,0.0
Jozsef ANDRUSCH,HUN,3,0,0,0,0.0
Jozsef BENCSIS,HUN,4,1,0,0,0.25
Jozsef BOZSIK,HUN,9,1,0,1,0.111
Jozsef CSUHAY,HUN,6,0,0,0,0.0
Jozsef GELEI,HUN,4,0,0,0,0.0
Jozsef HADA,HUN,6,0,0,0,0.0
Jozsef KARDOS,HUN,3,0,0,0,0.0
Jozsef KIPRICH,HUN,3,0,0,0,0.0
Jozsef NAGY,HUN,3,0,0,0,0.0
Jozsef PALINKAS,HUN,4,0,0,0,0.0
Jozsef SZENDREI,HUN,3,0,0,0,0.0
Jozsef TOTH,HUN,11,2,0,0,0.182
Jozsef TURAY,HUN,4,0,0,0,0.0
Jozsef VAGO,HUN,2,0,0,0,0.0
Jozsef VARGA,HUN,6,1,0,0,0.167
Jozsef ZAKARIAS,HUN,5,0,0,0,0.0
Juan ACUNA,ESP,6,0,0,0,0.0
Juan AGUERO,PAR,3,2,0,0,0.667
Juan AGUILERA,CHI,3,0,0,0,0.0
Juan ALONSO,CUB,3,0,0,0,0.0
Juan ANSELMO,URU,4,3,0,0,0.75
Juan AYRA,CUB,3,0,0,0,0.0
Juan Alfonso VALLE,PER,2,0,0,0,0.0
Juan Antonio SENOR,ESP,5,1,0,0,0.2
Juan BARBAS,ARG,5,0,0,0,0.0
Juan BOTASSO,ARG,5,0,0,0,0.0
Juan BURGUENO,URU,4,0,0,0,0.0
Juan CACERES,PER,6,0,0,0,0.0
Juan CARRENO,MEX,3,1,0,0,0.333
Juan CAYASSO,CRC,4,1,0,0,0.25
Juan CRUZ,HON,3,0,0,0,0.0
Juan Carlos ABLANEDO,ESP,9,0,0,0,0.0
Juan Carlos CALVO,URU,4,0,0,0,0.0
Juan Carlos CHAVEZ,MEX,4,0,0,0,0.0
Juan Carlos GONZALEZ,URU,4,0,0,0,0.0
Juan Carlos OBLITAS,PER,9,0,0,0,0.0
Juan EVARISTO,ARG,5,0,0,0,0.0
Juan Francesco LOMBARDO,ARG,3,0,0,0,0.0
Juan GOMEZ,MEX,2,0,0,0,0.0
Juan GUERRA,BOL,1,0,0,0,0.0
Juan Gualberto FERNANDEZ,SLV,3,0,0,0,0.0
Juan HOHBERG,URU,5,3,0,0,0.6
Juan Ignacio BASAGUREN,MEX,4,1,0,0,0.25
Juan LETELIER,CHI,3,1,1,0,0.333
Juan Leon CANETE,PAR,2,0,0,0,0.0
Juan MACHUCA,CHI,3,0,0,0,0.0
Juan MARTINEZ,SLV,3,0,0,0,0.0
Juan MASNIK,URU,3,0,1,0,0.0
Juan MUJICA,URU,6,1,1,0,0.167
Juan MUNANTE,PER,6,0,1,0,0.0
Juan Manuel ALEJANDREZ,MEX,4,0,0,0,0.0
Juan Manuel ASENSI,ESP,3,1,0,0,0.333
Juan Manuel PENA,BOL,3,0,0,0,0.0
Juan NOGUES,ESP,3,0,0,0,0.0
Juan OLENIAK,ARG,3,0,0,0,0.0
Juan OLIVARES,CHI,6,0,0,0,0.0
Juan PEDEVILLA,ARG,1,0,0,0,0.0
Juan RAMIREZ,MEX,4,0,0,0,0.0
Juan RODRIGUEZ,CHI,3,0,0,0,0.0
Juan SARNARI,ARG,4,0,0,0,0.0
Juan SCHIAFFINO,URU,9,5,0,0,0.556
Juan SILVA,URU,3,0,0,0,0.0
Juan SIMON,ARG,7,0,1,0,0.0
Juan TORALES,PAR,4,0,0,0,0.0
Juan TUNAS,CUB,3,0,0,0,0.0
Juan VALDIVIESO,PER,2,0,0,0,0.0
Juan Vicente LEZCANO,PAR,3,0,0,0,0.0
Juerg STUDER,SUI,4,0,1,0,0.0
Juergen CROY,GDR,6,0,1,0,0.0
Juergen GRABOWSKI,FRG,19,1,0,0,0.053
Juergen KLINSMANN,FRG,7,3,1,0,0.429
Juergen KLINSMANN,GER,5,3,1,0,0.6
Juergen KOHLER,FRG,7,0,0,0,0.0
Juergen KOHLER,GER,5,0,0,0,0.0
Juergen KURBJUHN,FRG,4,0,0,0,0.0
Juergen POMMERENKE,GDR,6,0,0,0,0.0
Juergen SOMMER,USA,7,0,0,0,0.0
Juergen SPARWASSER,GDR,6,1,2,0,0.167
Juergen WERNER,FRG,4,0,0,0,0.0
Julen LOPETEGUI,ESP,5,0,0,0,0.0
Jules Denis ONANA,CMR,5,0,2,0,0.0
Jules PAPPAERT,BEL,1,0,0,0,0.0
Jules VANDOOREN,FRA,3,0,0,0,0.0
Julian CORONEL,PAR,4,0,0,0,0.0
Julien DARUI,FRA,2,0,0,0,0.0
Julio ABBADIE,URU,5,2,0,0,0.4
Julio BALDIVIESO,BOL,3,0,2,0,0.0
Julio BAYLON,PER,4,0,0,0,0.0
Julio CARDENOSA,ESP,3,0,0,0,0.0
Julio CORTES,URU,13,1,1,0,0.077
Julio Cesar ARZU,HON,3,0,0,0,0.0
Julio Cesar BRITOS,URU,4,0,0,0,0.0
Julio Cesar JIMENEZ,URU,3,0,0,0,0.0
Julio Cesar ROMERO,PAR,4,2,1,0,0.5
Julio Cesar URIBE,PER,3,0,0,0,0.0
Julio Cesar YEGROS,PAR,4,0,0,0,0.0
Julio HERNANDEZ,SLV,3,0,0,0,0.0
Julio LORES,PER,2,0,0,0,0.0
Julio LOSADA,URU,6,0,0,0,0.0
Julio MACEIRAS,URU,5,0,0,0,0.0
Julio MONTERO CASTILLO,URU,9,0,1,1,0.0
Julio MORALES,URU,6,0,0,0,0.0
Julio MUSSIMESI,ARG,3,0,0,0,0.0
Julio OLARTICOECHEA,ARG,19,0,3,0,0.0
Julio PEREZ,URU,9,1,0,0,0.111
Julio QUINTANA,PER,2,0,0,0,0.0
Julius BIELIK,TCH,5,0,0,0,0.0
Julius HJULIAN,USA,1,0,0,0,0.0
Jupp HEYNCKES,FRG,7,0,0,0,0.0
Jupp KAPPELLMANN,FRG,7,0,0,0,0.0
Jupp POSIPAL,FRG,6,0,0,0,0.0
Juri VOINOV,URS,5,0,0,0,0.0
Jurica JERKOVIC,YUG,9,0,0,0,0.0
Just FONTAINE,FRA,6,13,0,0,2.167
J�,BRA,7,0,2,0,0.0
J�RGENSEN,DEN,3,0,0,0,0.0
K H LEE,KOR,3,1,0,0,0.333
K H SEOL,KOR,7,1,1,0,0.143
K Y HAN,KOR,3,0,1,0,0.0
K. AL-MOWALAD,KSA,4,0,2,0,0.0
K. AL-MUWALID,KSA,3,0,1,0,0.0
K. ASAMOAH,GHA,3,0,0,0,0.0
K. AZIZI,IRN,3,0,0,0,0.0
K. BAGHERI,IRN,3,0,0,0,0.0
K. KUM IL,PRK,3,0,0,0,0.0
K. KYONG IL,PRK,3,0,0,0,0.0
K. MYONG GIL,PRK,3,0,0,0,0.0
K. MYONG WON,PRK,3,0,0,0,0.0
K. NAKAMURA,JPN,4,0,0,0,0.0
K. NAKATA,JPN,3,0,0,0,0.0
K. SVENSSON,SWE,4,0,0,0,0.0
K. YONG JUN,PRK,3,0,0,0,0.0
K.ASAMOAH,GHA,5,0,0,0,0.0
K.NAKATA,JPN,4,0,1,0,0.0
KA?AR,SRB,3,0,0,0,0.0
KADIR,ALG,3,0,0,0,0.0
KAGAWA,JPN,3,0,0,0,0.0
KAHLENBERG,DEN,3,0,0,0,0.0
KAHN,GER,14,0,1,0,0.0
KAITA,NGA,3,0,0,1,0.0
KAJI,JPN,3,0,1,0,0.0
KAKA,BRA,7,0,0,0,0.0
KAKITANI,JPN,3,0,0,0,0.0
KAK�,BRA,10,1,4,1,0.1
KALAC,AUS,4,0,0,0,0.0
KALI,ANG,3,0,0,0,0.0
KALINICHENKO,UKR,5,1,2,0,0.2
KALLA,CMR,9,0,2,1,0.0
KALOU,CIV,9,1,1,0,0.111
KALUZNY,POL,3,0,0,0,0.0
KAMENI,CMR,6,0,0,0,0.0
KANG Bong Chil,PRK,4,0,0,0,0.0
KANG Chang Gi,KOR,2,0,0,0,0.0
KANG Deuk Soo,KOR,3,0,0,0,0.0
KANG Ryong Woon,PRK,4,0,0,0,0.0
KANU,NGA,10,0,0,0,0.0
KANUNNIKOV,RUS,3,0,0,0,0.0
KAPETANOS,GRE,3,0,0,0,0.0
KAPINO,GRE,4,0,0,0,0.0
KARAGOUNIS,GRE,7,0,0,0,0.0
KARIC,SVN,3,0,2,0,0.0
KARIM,IRN,3,0,1,0,0.0
KARIM MOHAMED,IRQ,3,0,0,0,0.0
KARIRI,KSA,3,0,1,0,0.0
KARNEZIS,GRE,4,0,0,0,0.0
KARPIN,RUS,3,0,0,0,0.0
KASRAOUI,TUN,3,0,0,0,0.0
KATSOURANIS,GRE,7,0,4,1,0.0
KAVIEDES,ECU,3,0,1,0,0.0
KAWAGUCHI,JPN,11,0,1,0,0.0
KAWASHIMA,JPN,7,0,0,0,0.0
KE Seung Woon,PRK,4,0,0,0,0.0
KEANE,IRL,4,2,0,0,0.5
KEHL,GER,14,0,1,0,0.0
KEITA,CIV,6,0,2,0,0.0
KELLER,USA,8,0,0,0,0.0
KENNEDY,AUS,7,0,0,0,0.0
KEOWN,ENG,5,0,0,0,0.0
KERZHAKOV,RUS,6,1,0,0,0.167
KEWELL,AUS,7,1,0,1,0.143
KEZMAN,SCG,3,0,0,1,0.0
KH. FADIGA,SEN,5,0,2,0,0.0
KH. HEYDARI,IRN,3,0,0,0,0.0
KHALEEL GHANIM,UAE,3,0,3,1,0.0
KHALID ISMAIL,UAE,3,1,0,0,0.333
KHALIL MOHAMED,IRQ,3,0,1,0,0.0
KHATHRAN,KSA,3,0,0,0,0.0
KHEDIRA,GER,14,3,3,0,0.214
KHOJAH,KSA,3,0,0,0,0.0
KHOJALI,KSA,3,0,0,0,0.0
KHOKHLOV,RUS,3,0,1,0,0.0
KHUBONI,RSA,3,0,0,0,0.0
KHUMALO,RSA,3,1,0,0,0.333
KHUNE,RSA,3,0,0,1,0.0
KIELY,IRL,4,0,0,0,0.0
KIE�LING,GER,7,0,0,0,0.0
KIHLSTEDT,SWE,4,0,0,0,0.0
KIHUN,KOR,4,0,1,0,0.0
KIHYEON,KOR,3,0,0,0,0.0
KIKO,ESP,3,1,1,0,0.333
KILBANE,IRL,4,0,0,0,0.0
KILLEN,NZL,3,0,0,0,0.0
KIM B. J.,KOR,3,0,1,0,0.0
KIM Bong Hwan,PRK,4,0,0,0,0.0
KIM D. H.,KOR,3,0,0,0,0.0
KIM D. K.,KOR,3,0,0,0,0.0
KIM Ji Sung,KOR,2,0,0,0,0.0
KIM Jong Boo,KOR,3,1,0,0,0.333
KIM Joo Sung,KOR,9,0,3,0,0.0
KIM Pan Keun,KOR,3,0,0,0,0.0
KIM Poong Jo,KOR,3,0,0,0,0.0
KIM Pyung Seok,KOR,3,0,0,0,0.0
KIM Sam Soo,KOR,3,0,0,0,0.0
KIM Seung Il,PRK,4,0,0,0,0.0
KIM T. Y.,KOR,3,0,1,0,0.0
KIM Young Se,KOR,3,0,0,0,0.0
KIM Yung Kil,PRK,4,0,0,0,0.0
KING,ENG,4,0,0,0,0.0
KINGSON,GHA,9,0,0,0,0.0
KINSELLA,IRL,4,0,0,0,0.0
KINSKY,CZE,3,0,0,0,0.0
KIRM,SVN,3,0,1,0,0.0
KISHISHEV,BUL,3,0,1,0,0.0
KIYOTAKE,JPN,3,0,0,0,0.0
KJAER,DEN,4,0,0,0,0.0
KJ�R,DEN,3,0,2,0,0.0
KLASNIC,CRO,3,0,0,0,0.0
KLEBERSON,BRA,12,0,0,0,0.0
KLINSMANN,GER,5,5,2,0,1.0
KLOS,POL,3,0,0,0,0.0
KLOSE,GER,28,17,4,1,0.607
KNAVS,SVN,3,0,0,0,0.0
KO J. S.,KOR,3,0,1,0,0.0
KOHLER,GER,5,0,1,0,0.0
KOKE,ESP,3,0,0,0,0.0
KOKORIN,RUS,3,1,0,0,0.333
KOLAROV,SRB,3,0,1,0,0.0
KOLA�INAC,BIH,3,0,0,0,0.0
KOLLER,CZE,3,1,0,0,0.333
KOMAC,SVN,3,0,1,0,0.0
KOMANO,JPN,7,0,0,0,0.0
KOMPANY,BEL,5,0,2,0,0.0
KONE,GRE,4,0,0,0,0.0
KONE A.,CIV,3,0,0,0,0.0
KONE B.,CIV,3,1,0,0,0.333
KONGOLO,NED,7,0,0,0,0.0
KONNO,JPN,7,0,1,0,0.0
KOPUNEK,SVK,4,1,1,0,0.25
KOREN,SVN,3,1,0,0,0.333
KOROMAN,SCG,3,0,2,0,0.0
KOSCIELNY,FRA,5,0,0,0,0.0
KOSOWSKI,POL,3,0,0,0,0.0
KOSTADINOV,BUL,7,0,1,0,0.0
KOUAMATIEN,CIV,3,0,0,0,0.0
KOUASSI,CIV,3,0,0,0,0.0
KOUMANTARAKIS,RSA,3,0,0,0,0.0
KOVA?I?,CRO,3,0,0,0,0.0
KOVAC,CZE,3,0,0,0,0.0
KOVAC N.,CRO,3,0,0,0,0.0
KOVAC R.,CRO,3,0,1,0,0.0
KOVACEVIC,SCG,3,0,0,0,0.0
KOVTUN,RUS,3,0,0,0,0.0
KOZAK,SVK,4,0,0,0,0.0
KOZLOV,RUS,3,0,1,0,0.0
KOZMINSKI,POL,3,0,1,0,0.0
KRAMER,GER,7,0,0,0,0.0
KRANJCAR,CRO,3,0,0,0,0.0
KRASI?,SRB,3,0,0,0,0.0
KRHIN,SVN,3,0,0,0,0.0
KROMKAMP,NED,4,0,0,0,0.0
KROOS,GER,14,4,0,0,0.286
KRSTAJIC,SCG,3,0,1,0,0.0
KRUL,NED,7,0,0,0,0.0
KRYSZALOWICZ,POL,3,1,0,0,0.333
KRZYNOWEK,POL,6,0,2,0,0.0
KR�LDRUP,DEN,3,0,1,0,0.0
KUCHARSKI,POL,3,0,1,0,0.0
KUCIAK,SVK,4,0,0,0,0.0
KUCKA,SVK,4,0,1,0,0.0
KUFFOUR,GHA,4,0,0,0,0.0
KUN AGUERO,ARG,5,0,0,0,0.0
KUSZCZAK,POL,3,0,0,0,0.0
KUYT,NED,18,1,2,0,0.056
KUZMANOVI?,SRB,3,0,1,0,0.0
KVIST,DEN,3,0,0,0,0.0
KWARASEY,GHA,3,0,0,0,0.0
KYRGIAKOS,GRE,3,0,0,0,0.0
KYUNGHO,KOR,3,0,0,0,0.0
Kabasu BABO,ZAI,3,0,0,0,0.0
Kacmaz AKGUN,TUR,3,0,0,0,0.0
Kafula NGOYE,ZAI,3,0,0,0,0.0
Kais GHODHBANE,TUN,3,0,1,0,0.0
Kakhi ASATIANI,URS,4,1,1,0,0.25
Kakoko ETEPE,ZAI,3,0,0,0,0.0
Kalambay OTEPA,ZAI,3,0,0,0,0.0
Kalle SVENSSON,SWE,11,0,0,0,0.0
Kalman IHASZ,HUN,8,0,0,0,0.0
Kalman KOVACS,HUN,3,0,0,0,0.0
Kalman MESZOLY,HUN,8,1,0,0,0.125
Kalman SOVARI,HUN,8,0,0,0,0.0
Kamel CHEBALI,TUN,3,0,0,0,0.0
Kamel MASOUD,EGY,1,0,0,0,0.0
Karel BURKERT,TCH,3,0,0,0,0.0
Karel KOLSKY,TCH,3,0,0,0,0.0
Karel OOMS,NED,1,0,0,0,0.0
Karel SENECKY,TCH,3,0,0,0,0.0
Karel STROMSIK,TCH,3,0,0,0,0.0
Karim MAROC,ALG,6,0,0,0,0.0
Karl ALLGOEWER,FRG,7,0,0,0,0.0
Karl Erik GRAHN,SWE,3,0,0,0,0.0
Karl GIESSER,AUT,5,0,0,0,0.0
Karl HOHMANN,GER,4,2,0,0,0.5
Karl Heinz FOERSTER,FRG,14,0,1,0,0.0
Karl JOHNSSON,SWE,2,0,0,0,0.0
Karl KOLLER,AUT,8,1,0,0,0.125
Karl LOKEN,NOR,3,0,0,0,0.0
Karl MAI,FRG,6,0,0,0,0.0
Karl ODERMATT,SUI,3,0,0,0,0.0
Karl SESTA,AUT,4,1,0,0,0.25
Karl STOTZ,AUT,8,0,0,0,0.0
Karl ZISCHEK,AUT,4,1,0,0,0.25
Karl-Erik PALMER,SWE,5,3,0,0,0.6
Karl-Heinz METZNER,FRG,6,0,0,0,0.0
Karl-Heinz RUMMENIGGE,FRG,20,9,0,0,0.45
Karl-Heinz SCHNELLINGER,FRG,22,1,0,0,0.045
Karlheinz RIEDLE,FRG,7,0,0,0,0.0
Karlheinz RIEDLE,GER,5,1,0,0,0.2
Karol DOBIAS,TCH,3,0,1,0,0.0
Karol JOKL,TCH,3,0,0,0,0.0
Karoly CSAPO,HUN,6,1,0,0,0.167
Karoly SANDOR,HUN,8,1,0,0,0.125
Kasey KELLER,USA,6,0,0,0,0.0
Kassem SLIMANI,MAR,3,0,0,0,0.0
Kazadi MUAMBA,ZAI,3,0,0,0,0.0
Kazimierz DEYNA,POL,13,3,0,0,0.231
Kazimierz KMIECIK,POL,7,0,0,0,0.0
Kazimierz LIS,POL,1,0,0,0,0.0
Kazimierz PRZYBYS,POL,4,0,0,0,0.0
Kazimir GAJDOS,TCH,6,0,0,0,0.0
Kazimir HNATOW,FRA,6,0,0,0,0.0
